"Compound","rt","mz","240927_50MeOH_pos_P2A1_1_9665","240927_50MeOH_pos_P2A1_1_9666","240927_50MeOH_pos_P2A1_1_9667","240927_0.1mgmL_GroupMix3_IsovalericAcid_HSST3_pos_P2E4_1_9668","240927_0.1mgmL_GroupMix1_HSST3_pos_P2E2_1_9669","240927_0.1mgmL_GroupMix4_HSST3_pos_P2E5_1_9670","240927_0.1mgmL_GroupMix6_HSST3_pos_P2E7_1_9671","240927_0.1mgmL_GroupMix5_ValericAcid_HSST3_pos_P2E6_1_9672","240927_0.1mgmL_GroupMix2_ValericAcid_HSST3_pos_P2E3_1_9673","240927_0.1mgmL_FullMix_HSST3_pos_P2F1_1_9674","240927_0.1mgmL_GroupMix8_IsovalericAcid_HSST3_pos_P2E9_1_9675","240927_0.1mgmL_GroupMix7_ValericAcid_HSST3_pos_P2E8_1_9676","240927_0.1mgmL_GroupMix3_IsovalericAcid_HSST3_pos_P2E4_1_9725","240927_0.1mgmL_FullMix_HSST3_pos_P2F1_1_9726","240927_0.1mgmL_GroupMix7_ValericAcid_HSST3_pos_P2E8_1_9727","240927_0.1mgmL_GroupMix6_HSST3_pos_P2E7_1_9728","240927_0.1mgmL_GroupMix2_ValericAcid_HSST3_pos_P2E3_1_9729","240927_0.1mgmL_GroupMix4_HSST3_pos_P2E5_1_9730","240927_0.1mgmL_GroupMix8_IsovalericAcid_HSST3_pos_P2E9_1_9731","240927_0.1mgmL_GroupMix5_ValericAcid_HSST3_pos_P2E6_1_9732","240927_0.1mgmL_GroupMix1_HSST3_pos_P2E2_1_9733","240927_0.1mgmL_GroupMix5_ValericAcid_HSST3_pos_P2E6_1_9782","240927_0.1mgmL_GroupMix3_IsovalericAcid_HSST3_pos_P2E4_1_9783","240927_0.1mgmL_GroupMix7_ValericAcid_HSST3_pos_P2E8_1_9784","240927_0.1mgmL_GroupMix2_ValericAcid_HSST3_pos_P2E3_1_9785","240927_0.1mgmL_GroupMix4_HSST3_pos_P2E5_1_9786","240927_0.1mgmL_GroupMix6_HSST3_pos_P2E7_1_9787","240927_0.1mgmL_FullMix_HSST3_pos_P2F1_1_9788","240927_0.1mgmL_GroupMix1_HSST3_pos_P2E2_1_9789","240927_0.1mgmL_GroupMix8_IsovalericAcid_HSST3_pos_P2E9_1_9790"
"486.37491 Da 42.87 s",0.71,487.38219,0,0,0,0,0,7388,0,0,0,9424,0,0,0,10036,0,0,0,10992,0,0,0,0,0,0,0,10896,0,7958,0,0
"486.78769 Da 42.87 s",0.71,487.79496,0,0,0,0,0,6472,0,0,0,8584,0,0,0,8610,0,0,0,9804,0,0,98,0,0,160,0,9516,0,5986,0,0
"729.64760 Da 42.91 s",0.72,244.22314,0,0,0,0,0,0,0,0,0,6036,0,0,0,6578,0,72,0,9126,0,0,0,0,0,0,0,0,0,3346,0,0
"243.54439 Da 42.95 s",0.72,244.55167,0,0,0,0,0,4964,0,0,0,4514,0,0,0,4472,0,0,0,8566,0,0,0,0,0,0,0,8094,0,2000,0,0
"1496.46106 Da 42.95 s",0.72,749.23781,0,0,0,0,0,2478,0,0,66,1878,0,0,0,2492,0,0,0,2720,0,0,0,0,0,0,0,3394,0,1880,0,0
"243.20181 Da 42.96 s",0.72,244.20908,0,0,0,0,0,1698,0,0,0,0,0,0,0,0,0,0,0,4702,0,0,0,0,0,0,0,4446,0,1128,0,0
"639.17941 Da 42.97 s",0.72,320.59698,0,0,0,0,0,0,0,0,0,2034,0,0,0,2108,0,0,0,0,0,0,0,0,0,0,0,0,0,2294,0,0
"243.17718 Da 42.99 s",0.72,244.18446,0,0,0,0,0,1452,0,0,0,1632,0,0,0,1642,0,0,0,3356,0,0,0,0,0,0,0,3490,0,1020,0,0
"541.19958 Da 42.99 s",0.72,542.20686,0,0,0,0,0,0,0,0,0,3072,0,0,0,3820,0,0,0,0,0,0,0,0,0,0,0,0,0,196,0,0
"788.25485 Da 43.01 s",0.72,395.1347,56,0,0,950,0,376,0,0,0,192,0,96,830,64,0,0,0,0,0,0,0,0,1034,0,0,548,0,94,0,0
"543.08977 Da 43.05 s",0.72,544.09705,0,0,0,0,0,2332,0,0,0,1002,0,38,0,656,0,0,0,1470,0,0,0,0,0,0,0,1630,60,328,0,0
"243.35347 Da 43.07 s",0.72,244.36075,0,0,0,0,0,1298,0,0,0,1224,0,0,0,1190,0,0,0,2808,0,0,0,0,0,0,0,2898,0,416,0,0
"631.04850 Da 43.11 s",0.72,316.53153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590,0,74,0,0
"243.31463 Da 43.17 s",0.72,244.3219,0,0,0,0,0,2398,0,0,0,2468,0,0,0,2042,0,0,0,408,0,0,0,0,0,0,0,5174,0,1194,0,0
"628.22815 Da 43.19 s",0.72,629.23542,0,0,0,938,0,0,0,0,0,0,0,0,1424,0,0,0,0,0,0,0,0,0,1342,0,0,0,0,0,0,0
"539.15342 Da 43.19 s",0.72,540.16069,0,0,0,1756,0,0,0,462,70,0,0,0,1064,0,0,22,0,0,0,520,0,356,934,0,0,156,0,0,0,0
"767.20273 Da 43.25 s",0.72,384.60864,0,0,0,0,0,0,0,0,0,14050,0,0,0,11924,0,0,0,15558,0,0,0,0,0,0,0,15822,0,9122,0,0
"719.21872 Da 43.32 s",0.72,360.61664,0,0,0,0,0,756,0,0,0,552,0,0,0,66,0,0,0,916,0,0,0,0,0,0,0,626,0,310,0,0
"69.24944 Da 43.34 s",0.72,70.25672,0,0,0,3550,0,0,0,0,0,636,0,0,0,488,0,0,0,0,0,0,46,0,2298,0,0,0,0,0,0,0
"69.21530 Da 43.35 s",0.72,70.22258,0,0,0,3364,0,0,0,0,0,1232,0,0,3216,1050,0,0,0,0,0,0,0,0,2202,0,0,0,0,0,0,0
"69.13407 Da 43.43 s",0.72,70.14135,0,0,0,5180,0,0,0,0,0,3542,0,0,5654,3790,0,0,0,0,0,0,0,0,4292,0,0,0,0,0,0,0
"115.21231 Da 43.43 s",0.72,116.21959,0,0,0,7902,0,0,0,0,0,6066,0,0,8040,5952,0,0,0,0,0,0,0,0,6732,0,0,0,0,1706,0,0
"115.36551 Da 43.43 s",0.72,116.37279,0,0,0,9874,0,0,0,0,0,4744,0,0,10518,5542,0,0,0,0,0,0,0,0,9092,0,0,0,0,1794,0,0
"112.04669 Da 43.55 s",0.73,113.05396,184,170,296,76,78,83806,0,206,192,96186,0,206,94,111594,176,110,160,193842,164,72,206,106,218,170,210,198614,46,58598,0,104
"111.12213 Da 43.55 s",0.73,112.12941,0,0,0,0,0,1782,0,0,0,4088,0,0,0,4376,0,0,0,7060,0,0,0,0,0,0,0,6996,0,1140,0,0
"69.29328 Da 43.65 s",0.73,70.30056,0,0,0,0,0,0,0,0,0,6934,0,0,12410,6954,0,0,0,0,0,0,0,0,10920,0,0,0,0,4080,0,0
"69.30415 Da 43.67 s",0.73,70.31143,0,0,0,12826,0,0,0,0,0,8848,0,0,16198,8762,0,0,0,0,0,0,0,0,14314,0,0,62,0,6162,0,0
"69.17421 Da 43.68 s",0.73,70.18148,0,0,0,7340,0,0,0,0,0,5150,0,0,7262,4932,0,0,0,0,0,0,0,0,6340,0,0,0,0,2214,0,0
"401.60989 Da 43.69 s",0.73,402.61717,0,0,0,580,0,0,0,0,0,0,0,0,394,0,0,0,0,0,0,0,0,0,404,0,0,0,0,0,0,0
"111.24179 Da 43.73 s",0.73,112.24907,0,0,0,0,0,2158,0,0,0,2906,0,0,0,3308,0,0,0,7472,0,0,0,0,0,0,0,8024,0,742,0,0
"470.30468 Da 43.73 s",0.73,471.31195,0,0,204,0,0,1166,0,0,110,1480,0,0,0,2016,0,0,0,2224,32,0,0,0,0,64,0,2022,0,1198,0,0
"111.18966 Da 43.78 s",0.73,112.19694,0,0,0,0,0,7022,0,0,0,10886,0,0,0,12148,0,0,0,16726,0,0,0,0,0,0,0,17060,0,5374,0,0
"571.02744 Da 43.79 s",0.73,286.521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380,0,0,0,0,0,0,0,0,0,0,0,0
"470.37597 Da 43.98 s",0.73,471.38325,0,0,0,0,0,4374,0,0,0,6762,0,0,0,7186,0,0,0,6780,0,0,0,0,0,0,0,7572,0,4470,0,0
"524.11850 Da 43.99 s",0.73,263.06652,0,0,0,0,96,2102,0,0,0,1950,0,0,0,0,0,0,0,1750,0,0,82,0,0,0,0,1846,0,1332,0,0
"735.24281 Da 44.06 s",0.73,736.25009,0,0,0,0,0,3204,0,0,0,3674,0,0,0,3274,0,0,0,2450,0,0,0,0,0,0,0,2780,0,3484,0,0
"470.36126 Da 44.07 s",0.73,471.36853,0,0,0,0,0,4210,0,0,0,7836,0,0,0,7638,0,0,0,8532,0,0,0,0,0,0,0,8450,0,4596,0,0
"1411.42658 Da 44.07 s",0.73,471.4828,0,0,0,0,0,3988,0,0,0,6974,0,0,0,6966,0,0,0,7566,0,0,0,0,0,0,0,7280,0,4496,0,0
"1237.38147 Da 44.15 s",0.74,619.69801,0,0,0,0,0,3832,0,0,0,5198,0,0,0,4648,0,0,0,4876,0,0,0,0,0,0,0,4924,0,3102,0,0
"470.14800 Da 44.16 s",0.74,471.15528,0,0,0,0,0,2738,40,0,0,0,0,0,0,3628,0,130,0,3368,0,0,0,0,0,0,0,3584,0,0,0,0
"735.18963 Da 44.30 s",0.74,736.19691,0,0,0,70,0,426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,354,0,0,0,0
"964.28203 Da 44.31 s",0.74,483.14829,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"454.66587 Da 44.31 s",0.74,455.67315,0,0,0,254,0,748,0,0,0,1476,0,0,0,1448,0,0,0,846,0,0,0,0,326,0,0,892,0,948,0,0
"454.47648 Da 44.31 s",0.74,455.48376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1173.40128 Da 44.46 s",0.74,587.70792,0,0,0,0,0,1084,0,0,0,136,0,0,0,94,0,0,0,1096,0,0,0,0,0,0,0,984,0,242,0,0
"930.33132 Da 44.47 s",0.74,466.17293,0,0,0,0,0,282,0,0,0,0,0,0,0,168,0,0,0,344,0,0,0,0,0,0,0,364,0,0,0,0
"738.19025 Da 44.47 s",0.74,739.19753,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,434,0,0,0,0,0,0,0,362,0,0,0,0
"1221.38402 Da 44.52 s",0.74,611.69929,0,0,0,0,66,4098,0,0,0,3904,34,0,0,3226,0,0,0,5172,0,0,0,0,0,0,0,4840,0,3334,0,0
"454.30890 Da 44.58 s",0.74,455.31617,0,0,0,0,0,1616,0,76,0,0,0,0,0,2988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"277.04632 Da 44.62 s",0.74,139.53044,124,0,0,0,0,1172,0,0,0,492,0,0,68,200,0,0,0,6988,0,0,0,0,0,0,0,0,0,306,0,0
"454.37628 Da 44.63 s",0.74,455.38356,0,0,0,0,0,4804,0,0,0,8798,0,0,0,9064,0,0,0,8036,0,0,0,0,0,0,0,8430,0,7410,34,0
"1157.42455 Da 44.63 s",0.74,579.71955,0,0,0,0,0,0,0,0,0,0,38,86,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,92,0
"37.95650 Da 44.64 s",0.74,38.96377,2274,2516,2284,1736,1390,0,1792,0,1748,0,0,0,1642,844,1252,1234,0,0,0,876,0,0,1452,0,1412,1418,1442,0,1218,828
"454.51716 Da 44.68 s",0.74,455.52444,0,0,0,0,0,2422,0,0,0,5334,0,0,0,5704,0,0,0,4124,0,0,0,0,0,0,0,4530,0,3562,0,0
"454.36192 Da 44.73 s",0.75,455.36919,0,0,0,0,0,5512,0,0,0,9728,0,0,0,10234,0,0,0,8950,0,0,0,0,0,0,0,8852,0,7646,0,0
"454.57958 Da 44.76 s",0.75,455.58686,0,0,0,0,0,1496,0,0,0,3288,0,0,0,3762,0,0,0,2272,0,0,0,0,0,0,0,2496,0,0,0,0
"1363.42863 Da 44.78 s",0.75,455.48349,0,0,0,0,0,5250,0,0,0,8918,0,0,0,9362,0,0,0,7874,0,0,0,0,0,0,0,8146,0,7664,0,0
"478.13890 Da 44.79 s",0.75,479.14618,0,0,0,0,0,590,0,0,0,312,0,0,0,394,0,0,0,804,0,52,0,0,44,0,0,724,0,368,0,0
"129.51830 Da 44.80 s",0.75,130.52558,0,0,80,0,0,2214,0,88,0,318,0,0,0,424,168,0,0,1722,0,0,0,0,0,0,66,1582,0,202,0,0
"514.18326 Da 44.82 s",0.75,515.19054,0,0,0,0,0,1930,0,0,0,3862,0,0,0,4158,0,0,0,1916,0,0,0,0,0,0,0,2430,0,5332,0,0
"454.77748 Da 44.85 s",0.75,455.78476,0,0,0,0,0,2708,0,0,0,6762,0,0,0,7314,0,0,0,3696,0,0,0,0,0,0,0,3766,0,4894,0,0
"313.04931 Da 44.92 s",0.75,314.05659,0,0,0,0,0,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,478,0,410,0,0
"391.04533 Da 44.95 s",0.75,392.05261,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,0,0,0,0,0,0,0,220,0,0,0,0
"87.49706 Da 45.02 s",0.75,88.50434,1728,2052,1678,0,1774,1390,1736,2616,1462,0,2818,1210,1308,0,0,936,1056,1790,1226,832,1050,1134,0,922,0,1162,0,0,960,1334
"979.30268 Da 45.06 s",0.75,490.65862,0,0,0,0,0,2102,0,0,0,2104,0,0,0,1572,0,0,0,2524,0,0,0,0,0,0,0,2322,0,820,0,0
"454.34104 Da 45.06 s",0.75,455.34832,0,0,0,0,0,1876,0,0,0,2654,0,0,0,5070,0,0,0,1532,0,0,0,0,0,0,0,5560,0,2770,72,0
"765.22386 Da 45.12 s",0.75,766.23113,0,0,0,0,0,464,0,0,0,0,0,0,0,0,0,0,0,438,0,0,0,0,0,0,0,726,0,0,0,0
"962.30700 Da 45.15 s",0.75,482.16078,0,0,0,0,0,4674,0,0,0,1718,0,54,0,1200,0,0,0,4924,0,0,0,0,0,0,0,4358,0,1190,0,0
"719.24831 Da 45.26 s",0.75,720.25559,0,0,0,0,0,3540,0,0,0,2546,0,0,0,1882,0,0,0,3234,0,0,0,0,0,0,0,3282,0,2108,0,0
"1189.39645 Da 45.31 s",0.76,595.7055,0,0,0,0,0,4132,0,0,0,668,0,0,0,724,0,0,0,3360,0,0,0,0,0,0,0,3406,0,546,0,0
"1205.39096 Da 45.31 s",0.76,603.70276,0,0,0,0,0,4550,0,0,0,2506,0,0,0,1372,0,0,0,4838,0,0,0,0,0,0,0,5310,0,1462,0,0
"511.11292 Da 45.93 s",0.77,512.1202,0,0,0,0,0,2840,0,2802,0,0,0,0,0,612,0,0,0,3410,0,0,0,0,0,0,0,3806,0,954,0,0
"440.22423 Da 46.57 s",0.78,441.23151,0,0,0,0,0,4726,0,0,0,0,0,0,0,236,0,0,0,5386,206,0,0,0,0,0,0,6652,0,186,0,0
"171.99607 Da 46.57 s",0.78,87.00531,1644,1640,1414,2250,1908,0,1608,3210,1388,1578,2914,1566,1932,0,1186,950,1374,0,0,1336,1470,1114,2018,1140,0,2818,1250,0,1188,1886
"456.21867 Da 46.69 s",0.78,457.22595,0,0,0,0,0,1460,0,0,0,0,0,0,0,0,0,0,0,1492,0,0,0,0,0,0,0,1462,0,0,0,0
"426.24545 Da 47.06 s",0.78,427.25273,0,0,0,0,0,0,0,0,42,574,2506,0,0,592,0,0,0,0,2504,0,0,0,0,0,0,0,0,464,0,2826
"128.27618 Da 47.44 s",0.79,129.28346,0,0,0,0,0,0,0,0,0,2810,2756,0,0,2672,0,0,0,0,0,0,0,0,0,0,0,0,0,1440,0,2188
"130.92221 Da 47.49 s",0.79,131.92949,382,556,490,328,720,0,316,2080,636,682,2466,438,314,514,462,118,488,128,1934,1870,214,1212,196,310,348,0,176,552,164,1706
"173.22909 Da 47.51 s",0.79,174.23637,0,0,0,0,0,0,0,0,0,6352,3424,0,0,6014,0,0,0,0,3690,0,0,0,0,0,0,0,0,3620,0,3690
"128.26201 Da 47.63 s",0.79,129.26928,0,0,0,0,0,0,0,0,0,3700,3424,0,0,3446,0,0,0,0,1838,0,0,0,0,0,0,0,0,2042,0,3056
"422.22513 Da 47.70 s",0.8,423.23241,0,0,0,0,0,0,0,0,0,2442,784,0,0,2186,0,0,0,0,884,0,0,0,0,0,0,0,0,2368,0,766
"540.06621 Da 47.77 s",0.8,541.07348,0,0,0,0,0,4972,0,0,0,498,0,0,0,594,0,0,0,9042,0,0,0,0,0,0,0,8804,0,0,0,0
"506.12951 Da 48.10 s",0.8,507.13679,0,0,0,0,0,3174,0,0,0,408,0,0,0,380,0,0,0,3942,0,0,0,0,0,0,0,3986,0,720,84,0
"477.04370 Da 48.11 s",0.8,478.05098,0,0,0,0,0,2114,0,0,0,378,0,0,0,448,0,0,0,4722,0,0,0,0,0,0,0,4752,0,276,0,0
"752.20226 Da 48.43 s",0.81,377.10841,0,0,0,0,0,2256,0,0,0,330,0,0,322,328,0,0,0,2344,0,0,0,0,390,0,0,2358,0,384,0,0
"706.14588 Da 48.79 s",0.81,354.08022,0,0,48,0,0,3192,0,0,0,0,0,0,0,0,0,0,0,6816,0,0,0,0,0,0,0,6726,0,0,0,0
"323.04198 Da 50.47 s",0.84,162.52827,0,0,0,0,0,1068,0,0,0,826,0,0,0,852,0,0,0,2390,0,0,0,0,0,0,0,2568,0,746,0,0
"469.10617 Da 51.30 s",0.85,470.11345,0,0,0,0,0,0,0,0,0,3440,0,0,0,3894,0,0,0,0,0,0,0,0,0,0,0,138,0,3480,0,0
"289.00999 Da 56.00 s",0.93,145.51227,0,0,0,0,0,0,6326,0,0,614,0,0,0,0,0,5838,180,0,0,0,0,0,0,0,0,0,6030,668,96,0
"307.02052 Da 61.36 s",1.02,154.51754,0,0,0,0,0,0,5692,0,0,450,0,0,0,254,0,4842,0,0,60,0,0,0,0,0,0,0,5186,186,88,0
"593.38191 Da 62.78 s",1.05,594.38918,0,0,0,0,0,0,0,0,0,0,2308,0,0,0,0,0,0,0,2458,0,0,0,0,0,0,0,0,0,0,2174
"122.32582 Da 62.88 s",1.05,123.33309,0,0,0,0,0,0,0,3174,0,440,0,0,0,534,0,0,0,0,0,1694,0,2330,0,0,0,0,0,0,0,0
"347.08142 Da 62.92 s",1.05,174.54799,0,0,0,0,0,0,0,0,0,15822,0,0,0,16058,0,0,0,0,0,0,0,0,0,0,0,0,0,11786,0,0
"214.43872 Da 62.96 s",1.05,215.446,0,88,130,0,76,0,2054,0,0,0,0,0,0,0,0,2594,0,0,0,0,0,0,74,0,0,0,2026,0,0,114
"390.97920 Da 63.00 s",1.05,391.98648,0,0,0,0,0,0,3200,0,0,478,0,0,0,494,0,3228,42,0,0,0,36,0,0,0,0,0,3158,176,0,0
"122.30089 Da 63.05 s",1.05,123.30817,0,0,0,0,0,0,0,6026,0,1340,0,0,0,1678,0,0,0,0,0,4428,0,4610,0,0,0,0,0,336,0,0
"122.25586 Da 63.09 s",1.05,123.26314,0,0,0,0,0,0,0,6072,0,3062,0,0,0,2956,0,0,0,0,0,4544,0,5150,0,0,0,0,0,702,0,0
"347.04442 Da 63.09 s",1.05,174.52949,0,0,0,0,0,0,0,0,0,13856,0,0,0,14344,0,0,0,0,0,0,0,0,0,0,0,0,0,11220,0,0
"873.93122 Da 63.10 s",1.05,874.9385,0,0,0,0,0,0,2666,0,0,0,0,0,0,156,0,2520,0,0,0,0,0,0,0,0,0,0,2482,0,0,0
"681.90367 Da 63.15 s",1.05,682.91095,0,0,0,0,0,0,2096,0,0,146,0,0,0,146,0,1904,0,0,0,0,0,0,0,0,0,0,2434,62,0,0
"122.23886 Da 63.23 s",1.05,123.24613,0,0,0,0,0,0,0,5044,0,2884,0,0,0,3294,0,0,0,0,0,3920,0,4090,0,0,0,0,0,564,0,0
"122.11155 Da 63.23 s",1.05,123.11883,0,0,450,90,0,282,0,4588,350,3650,216,334,190,4226,338,310,0,166,144,3120,0,4218,154,396,0,288,0,780,290,274
"498.62726 Da 63.25 s",1.05,499.63453,0,0,0,0,0,2472,0,0,0,228,0,0,0,0,0,0,0,3876,0,0,0,0,0,0,0,3728,0,142,0,0
"806.05373 Da 63.28 s",1.05,404.03414,0,0,0,0,0,0,8662,0,0,0,0,0,0,92,0,9352,0,0,0,0,0,0,0,0,0,0,8888,0,0,0
"618.01963 Da 63.34 s",1.06,310.01709,0,106,136,278,82,0,0,0,0,0,0,136,0,0,94,3218,146,0,88,70,30,0,274,0,0,136,0,0,108,0
"650.97246 Da 63.39 s",1.06,651.97974,0,0,0,0,0,0,2308,0,0,0,0,0,0,354,0,2034,0,0,0,0,0,0,0,0,0,0,2248,386,0,0
"1103.90681 Da 63.51 s",1.06,552.96068,0,0,0,0,0,0,1850,0,0,0,0,0,0,0,0,2054,0,0,0,0,0,0,0,0,0,0,1724,0,0,0
"666.07143 Da 63.75 s",1.06,667.07871,0,0,0,0,0,0,0,0,0,4766,0,0,0,4270,0,0,0,0,0,0,0,0,0,0,0,0,0,3190,0,0
"830.01248 Da 63.86 s",1.06,416.01352,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,3678,66,32,0,206,0,0,0,0,0,0,2786,0,0,0
"785.11977 Da 64.02 s",1.07,786.12705,0,0,0,64,0,2492,0,0,0,0,0,0,0,0,0,0,0,4138,0,0,0,0,0,0,0,5246,0,0,0,0
"37.95960 Da 64.04 s",1.07,38.96688,2610,1966,2270,1712,1626,1144,8988,0,1666,0,0,1812,1654,0,1548,7052,1670,0,764,0,1756,0,1412,1790,1518,1830,6538,0,1808,764
"1033.19907 Da 64.28 s",1.07,517.60681,0,0,0,0,0,2758,0,0,0,612,0,0,0,0,0,0,0,2870,0,0,0,0,88,0,0,3554,0,0,0,0
"1143.25801 Da 64.37 s",1.07,572.63628,0,0,0,190,0,0,0,0,0,3004,0,0,148,2996,0,0,0,0,0,0,0,0,154,0,0,0,0,2424,0,0
"670.08182 Da 64.37 s",1.07,671.0891,0,0,0,0,0,0,0,0,0,3888,0,0,0,4258,0,0,0,0,0,0,0,0,0,0,0,0,0,2878,0,0
"373.10025 Da 64.37 s",1.07,374.10753,84,0,0,0,0,0,0,0,0,2532,0,0,100,2342,66,0,0,0,0,0,0,0,0,0,0,0,0,2208,0,0
"1018.22034 Da 64.51 s",1.08,510.11745,0,0,0,0,0,1508,0,0,0,842,0,0,0,848,0,0,0,3038,0,0,0,0,0,0,0,2920,0,0,0,0
"718.11390 Da 64.54 s",1.08,719.12118,0,0,0,0,0,0,0,0,0,7116,0,0,0,8744,0,0,0,0,0,0,0,0,0,0,0,0,0,5470,0,0
"756.16661 Da 64.60 s",1.08,757.17388,0,0,0,0,0,2698,0,0,0,0,0,0,0,0,0,0,0,4200,0,0,0,0,0,0,0,3980,0,0,0,0
"375.99346 Da 64.65 s",1.08,189.00401,0,0,0,80,0,0,5584,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,88,0,0,0,6446,0,0,0
"581.65825 Da 65.13 s",1.09,582.66553,0,0,0,1988,0,0,0,0,0,578,0,0,1892,252,0,0,0,0,0,0,0,0,2044,0,0,0,0,254,0,0
"1177.30297 Da 65.15 s",1.09,589.65876,0,0,0,3564,0,0,0,0,0,0,0,0,2974,0,0,0,0,0,0,0,0,0,3642,0,0,0,0,0,0,0
"762.24188 Da 65.17 s",1.09,763.24916,0,0,0,2194,0,0,0,0,0,0,0,0,1720,0,0,0,0,0,0,0,0,0,2008,0,0,0,0,0,0,0
"181.30567 Da 65.18 s",1.09,182.31294,0,0,0,2196,0,0,0,0,0,1728,0,0,2098,1826,0,0,0,0,0,0,0,0,1378,0,0,0,0,738,0,0
"622.94704 Da 65.19 s",1.09,312.4808,0,0,0,0,0,0,3202,0,0,0,0,0,0,92,0,3724,0,0,0,0,0,0,0,0,0,0,4194,0,0,0
"164.40705 Da 65.21 s",1.09,165.41433,0,0,0,8092,0,0,0,0,0,5628,0,0,8186,5618,0,0,0,0,0,0,0,0,6472,0,0,80,0,1876,0,0
"655.11673 Da 65.21 s",1.09,656.12401,0,0,0,50,0,168,0,0,0,2014,0,0,0,2118,0,0,0,0,0,0,0,0,0,0,0,266,0,2098,0,0
"181.19893 Da 65.21 s",1.09,182.20621,0,0,0,6830,0,0,0,0,0,6710,0,0,6950,7084,0,0,0,0,0,0,0,0,6166,0,0,0,0,0,0,0
"788.16056 Da 65.22 s",1.09,789.16784,0,0,0,0,0,278,0,0,0,4826,0,0,0,5082,0,0,0,0,0,0,0,0,0,0,0,0,0,4042,0,0
"917.22736 Da 65.24 s",1.09,459.62096,0,0,0,0,0,4400,0,0,0,224,0,0,0,614,0,0,0,7550,0,0,0,0,0,0,0,8072,0,828,0,0
"181.28714 Da 65.26 s",1.09,182.29441,0,0,0,2710,0,0,0,0,0,2584,0,0,3134,2612,0,0,0,0,0,0,0,0,2218,0,0,0,0,948,0,0
"748.25360 Da 65.26 s",1.09,749.26088,0,0,0,9126,0,0,0,0,0,2506,0,0,7118,2392,0,0,0,0,0,0,0,0,7258,0,0,0,0,1920,0,0
"164.42471 Da 65.28 s",1.09,165.43199,0,0,0,9020,0,44,0,82,0,6966,0,0,9136,6852,0,0,0,0,0,0,0,0,8208,0,0,0,0,2936,0,0
"181.47032 Da 65.28 s",1.09,182.47759,0,84,0,12140,0,0,0,0,0,9948,0,52,12292,10236,0,0,0,0,0,0,0,110,11004,0,0,0,0,6666,0,0
"181.36874 Da 65.29 s",1.09,182.37602,0,0,0,1850,0,0,0,0,0,1222,0,0,2256,1342,0,0,0,0,0,0,0,0,1594,0,0,0,0,478,0,0
"181.45163 Da 65.33 s",1.09,182.4589,0,0,0,11020,0,0,0,104,0,9012,0,90,11388,9434,0,0,0,0,0,0,0,0,10554,0,0,0,0,6104,0,0
"1132.30459 Da 65.37 s",1.09,567.15957,0,0,0,0,0,0,0,0,0,3354,0,0,0,2476,0,0,0,0,0,0,0,0,0,0,0,0,0,2756,0,0
"777.20668 Da 65.38 s",1.09,778.21396,0,0,0,12708,0,0,0,0,0,3102,0,0,12908,2442,0,0,0,0,0,0,0,0,12462,0,0,0,0,2560,0,0
"405.24571 Da 65.44 s",1.09,136.08918,0,0,0,27690,0,0,0,0,0,16718,0,0,29938,20222,0,0,0,0,0,0,0,0,23954,0,0,0,0,8076,0,0
"181.18687 Da 65.44 s",1.09,182.19414,0,0,0,7518,0,0,0,0,0,7288,0,0,7662,8062,0,0,464,194,274,0,0,186,6514,0,320,92,0,4142,0,184
"181.32611 Da 65.53 s",1.09,182.33339,0,0,0,2486,0,0,0,0,0,1984,0,0,2574,2026,0,0,0,0,0,0,0,0,2234,0,0,0,0,838,0,0
"704.09952 Da 65.58 s",1.09,705.1068,0,0,0,0,0,2310,0,0,0,0,0,0,0,0,0,0,0,4762,0,0,0,0,0,0,0,4212,0,0,0,0
"852.18646 Da 65.90 s",1.1,427.10051,0,0,0,0,0,10994,166,332,0,1692,0,0,0,1872,0,102,0,14688,0,424,0,402,0,0,0,15670,0,2112,0,0
"321.13433 Da 66.01 s",1.1,161.57444,0,0,0,0,0,0,0,0,40,5570,0,0,0,5144,0,0,0,0,0,0,0,0,0,0,0,0,0,4264,0,0
"346.16659 Da 66.02 s",1.1,174.09057,0,106,0,0,0,0,0,0,0,3836,616,0,0,2946,0,0,0,0,1004,0,0,0,0,0,0,0,0,2232,0,352
"623.07908 Da 66.23 s",1.1,624.08636,0,0,0,0,0,3088,0,0,0,0,0,0,0,0,0,0,0,6054,0,0,0,0,0,0,0,6002,0,0,0,0
